StateID,SizeRank,StateName,RegionType,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20
25,24,Louisiana,State,150537,150717,150982,150912,150919,150838,150677,150417,150254,150092,149871,149493,148731,147930,147032,146443,145916,145601,145448,145373,145240,145181,145083,144977,144966,144937,145096,145306,145584,145721,145665,145658,145719,145792,145734,145736,145816,146080,146367,146560,146781,147137,147639,148081,148304,148489,148734,149129,149608,150019,150316,150562,150560,150466,150343,150480,150712,150984,151490,151830,152121,152324,152769,153178,153622,154034,154517,154804,155173,155569,155848,156211,156408,156727,156774,157016,157391,157941,158427,158873,159286,159618,159875,160012,160234,160372,160854,161397,162005,162313,162633,162934,163364,163764,164307,164864,165561,166134,166381,166367,166154,166194,166177,166412,166511,166752,166707,166520,166250,166239,166403,166567,166810,167050,167356,167517,167749,167935,168321,168866,169432,169909,170388
24,25,Kentucky,State,114713,114712,114765,114863,114969,114923,114792,114616,114467,114303,113933,113494,112932,112410,111887,111445,111089,110822,110607,110445,110254,110060,110031,110042,110127,110192,110290,110416,110472,110443,110409,110337,110430,110520,110635,110684,110813,110968,111202,111321,111484,111684,111945,112323,112578,112875,113081,113326,113413,113584,113641,113850,114041,114365,114696,114874,115061,115237,115527,115886,116375,116736,117136,117447,117829,118106,118368,118748,119192,119602,119962,120297,120684,121180,121687,122236,122725,123296,123829,124382,124898,125519,126149,126780,127300,127793,128397,129073,129806,130474,131165,131824,132505,133113,133862,134561,135327,136008,136660,137196,137639,138113,138646,139149,139605,140053,140399,140822,141312,141981,142578,143208,143835,144488,145092,145722,146378,147053,147735,148383,148967,149454,149987
46,26,Oregon,State,238736,238110,237849,237480,236512,235071,233509,231687,229389,227251,225534,223910,222217,220161,217744,215404,213501,212318,211500,210770,210223,209398,208518,207507,206838,206471,206795,207474,208421,209278,210092,211328,212615,214377,215598,217190,218882,221486,223983,226612,229170,231424,233588,235137,236906,238322,240564,242780,244978,246342,247327,248288,248987,250155,251238,252669,254066,255688,257219,258484,259714,261372,263429,265227,267154,269146,271432,274007,276490,279074,281518,284111,286822,288935,291145,293707,296914,299965,303028,305594,308250,310601,312781,315175,317452,320139,322385,324779,326621,328205,329584,331235,333001,334731,336609,338404,340139,342196,344501,346602,348353,350065,351948,353405,354706,355549,356804,357964,359238,359988,360175,360382,360772,361608,362360,363380,364434,365923,367061,368280,369499,370945,372868
45,27,Oklahoma,State,105365,105502,105739,105982,106154,106093,105812,105479,105121,104817,104363,104050,103778,103620,103333,102953,102529,102236,102179,102223,102380,102386,102364,102241,102140,102133,102177,102346,102608,102843,103003,103091,103072,103137,103330,103664,103963,104121,104297,104539,104706,104920,105145,105470,105822,106040,106251,106397,106682,106957,107214,107375,107646,107881,108168,108403,108701,109246,109734,110164,110430,110790,111220,111613,111899,112196,112461,112720,112896,112837,112817,112878,113210,113598,113964,114298,114627,114987,115362,115712,116044,116434,116802,117183,117383,117624,117844,118269,118676,119055,119324,119628,120037,120502,120921,121325,121685,121885,122080,122281,122614,122812,123031,123262,123557,123906,124219,124587,124854,125375,125819,126296,126642,127151,127723,128302,128818,129292,129851,130401,131116,131739,132465
11,28,Connecticut,State,268514,267479,267289,267644,268038,268056,267538,266605,265422,263644,261574,259564,258458,257520,255963,254016,252084,250941,249745,248286,246625,244981,243842,242556,241182,239781,238709,237559,236424,234789,233741,233187,232995,233264,233618,234523,235397,235856,236472,237513,239026,240475,241426,242419,243461,244224,244741,244725,244519,244493,244101,243691,242839,242511,242213,241648,240923,240497,240386,240229,240011,239992,240415,240794,241223,241284,241419,241626,242045,241931,241301,240982,241132,241523,241552,241222,241021,240913,240992,240930,240750,241069,241866,242761,243658,244194,244766,245515,246334,247087,247914,248813,249814,250620,251601,252133,252455,252480,252791,253122,253446,254013,254496,255116,255359,255655,255600,256000,255829,256254,256369,256787,256907,256955,257010,256972,257213,257445,257794,257997,258730,259231,259855
19,29,Iowa,State,122343,122435,122660,122828,122904,122809,122599,122335,121996,121616,121234,120844,120561,120234,119873,119495,119150,118929,118804,118800,118851,118887,118955,119028,118973,118901,118888,119011,119204,119397,119653,119877,120156,120544,120952,121348,121779,122224,122479,122580,122685,122945,123188,123448,123672,123873,124028,124261,124500,124825,125263,125805,126260,126565,126794,126976,127204,127419,127652,127851,128165,128455,128802,129127,129547,129965,130413,130886,131351,131818,132306,132737,133083,133441,133820,134185,134553,134969,135439,135879,136258,136657,137074,137567,138168,138760,139355,139902,140414,140934,141397,141885,142367,142829,143342,143879,144255,144580,144894,145431,146004,146376,146746,147101,147607,148073,148486,148883,149349,149959,150500,150923,151212,151688,152166,152631,152976,153338,153689,154005,154307,154500,154727
34,30,Mississippi,State,108842,108717,108563,108377,108153,107984,107639,107296,106920,106625,106342,106194,106103,105966,105787,105560,105410,105219,105210,105173,105200,105096,105017,104852,104679,104512,104338,104275,104241,104270,104271,104253,104126,104010,103922,103864,103808,103745,103793,103730,103633,103483,103324,103206,103171,103178,103160,103185,103207,103317,103412,103623,103855,104070,104342,104670,105055,105501,105986,106488,106987,107433,107802,108139,108458,108837,109166,109440,109647,109849,110007,110139,110272,110440,110678,110895,111138,111416,111721,112089,112420,112685,112938,113240,113587,113874,114163,114499,114848,115119,115369,115633,115976,116335,116724,117034,117370,117728,118077,118372,118706,119115,119574,119976,120424,120843,121250,121628,121971,122411,122883,123424,123869,124282,124666,125076,125416,125781,126139,126545,126946,127259,127539
6,31,Arkansas,State,104715,104781,104827,104830,104848,104758,104525,104288,103921,103585,103122,102721,102317,102028,101791,101535,101169,100905,100811,100821,100885,100974,101048,101074,101068,101100,101242,101502,101877,102189,102407,102572,102796,102993,103254,103553,103895,104140,104228,104256,104287,104385,104549,104720,104847,104949,104985,104975,104998,105138,105400,105653,105882,106025,106110,106215,106392,106651,106928,107222,107482,107684,107818,107990,108118,108349,108623,108968,109279,109549,109857,110150,110457,110775,111133,111491,111897,112305,112655,112938,113235,113588,113952,114321,114712,115079,115501,115854,116281,116667,117217,117753,118238,118641,119075,119569,120064,120588,121062,121568,121988,122379,122725,123028,123401,123772,124279,124807,125328,125733,126070,126429,126816,127277,127696,128166,128606,129082,129435,129743,130053,130447,130907
23,32,Kansas,State,122613,122448,122466,122434,122432,122267,121965,121506,121030,120687,120387,120078,119749,119475,118966,118366,117927,117593,117380,117173,117056,116812,116558,116320,116290,116370,116529,116677,116711,116855,116972,117143,117162,117240,117389,117586,117664,117632,117848,118133,118475,118557,118651,118723,118925,119160,119389,119651,119873,120125,120098,120122,120138,120364,120677,121049,121443,121758,122092,122387,122764,123097,123568,124052,124586,125132,125581,126000,126311,126702,127042,127381,127696,128133,128553,128939,129387,129862,130393,130880,131379,131852,132303,132790,133306,133874,134507,135184,135677,136055,136469,137009,137656,138314,139063,139820,140542,141154,141678,142192,142794,143395,143853,144260,144721,145242,145902,146473,147050,147500,147952,148408,148846,149398,150026,150637,151155,151625,151950,152336,152735,153279,153853
55,33,Utah,State,217406,216760,216091,215564,214857,213796,212181,210184,208717,207274,205634,203446,201706,200059,198942,197462,196302,195137,194566,194490,193888,193282,192714,193004,193229,193708,194005,194709,195750,196846,197817,198695,200213,202052,204085,206206,208260,210373,212401,214892,217053,219654,222140,224542,226574,228140,229451,230187,230988,231703,232580,232698,232889,232900,232887,232978,232946,233585,234502,235542,236643,237690,239103,240789,242339,243738,245320,247331,249503,251325,252692,254130,255738,257402,258688,259887,261579,263488,265520,266960,268831,270664,273013,275230,277304,279248,281476,283972,286444,288959,291240,293692,295535,297495,299432,301846,303870,306406,308827,311817,314532,316896,319351,321516,324000,326714,329400,331904,334067,336024,337581,338762,339808,341272,342729,344447,346129,347575,348925,350166,351898,353534,355484
42,34,Nevada,State,160723,159786,159139,157951,156848,156623,156120,155475,153996,152530,151595,150642,148848,146760,144738,143130,142041,140235,139025,137156,136382,135611,134969,134454,134321,134249,134103,134376,134848,136080,137083,139047,140887,142840,144902,147317,150267,153564,157631,161397,165500,169670,174274,178377,182280,185666,188827,190924,192839,194575,196087,197241,197710,198037,198834,199486,199665,200742,201964,204455,205932,207550,208693,210111,212044,213477,214167,215237,216887,218372,219282,220696,222675,224526,225535,227075,228405,230082,231411,232762,234030,234572,235672,235258,236019,236809,239954,242315,244768,247250,250644,253570,257130,261176,265592,269719,272611,275891,278004,280684,283149,286647,290172,294034,296630,298155,298621,300053,301445,302803,302886,303258,303502,303131,302356,301622,301610,302387,303665,304731,306155,307402,309730
41,35,New Mexico,State,182049,181621,181594,181087,180668,179479,178374,177200,176210,174607,173084,171826,171470,171151,170855,170067,168949,167825,167205,166755,166431,166184,165976,165806,165391,165024,164440,164187,164216,164432,164605,164545,164899,165010,165319,164884,164537,164263,164699,165265,165974,166760,167371,168304,168469,169037,169139,170233,171132,171892,171945,171786,171568,171129,170770,170225,170328,170444,171158,171376,171411,171271,171259,171642,171892,172357,172823,173563,173950,173946,173428,173244,173618,174323,175278,175840,176502,176984,177526,177669,177989,178774,179915,180912,181319,181581,181509,181833,182232,182912,183639,184424,185115,185389,185775,185989,186451,187178,188318,189382,190156,190673,190921,191422,192040,193416,194615,195963,197128,198043,198697,199221,199967,200979,202205,203326,204434,205120,205888,206704,207713,208867,210141
61,36,West Virginia,State,89067,89026,89168,89365,89528,89609,89648,89696,89636,89502,89306,89137,88921,88692,88321,88059,87889,87886,87846,87798,87823,87893,88019,88080,88116,88148,88198,88229,88206,88183,88226,88284,88367,88437,88522,88581,88719,88910,89164,89375,89573,89746,89955,90153,90413,90679,90968,91206,91359,91413,91463,91565,91732,91884,92023,92203,92425,92688,92921,93148,93302,93532,93743,94008,94222,94444,94651,94833,95042,95215,95411,95585,95885,96127,96387,96552,96749,96902,97052,97178,97238,97283,97297,97387,97431,97537,97653,97873,98127,98438,98777,99173,99580,100056,100576,101002,101368,101682,101971,102201,102330,102458,102547,102608,102739,102845,103158,103485,103872,104198,104522,104889,105219,105583,105948,106295,106579,106836,106900,106967,107003,107078,107136
38,37,Nebraska,State,126518,126841,126723,126994,126961,126822,125984,125154,124340,123639,123003,122601,122414,122353,122186,121583,121204,120963,121125,121338,121407,121605,121690,121620,121124,120555,120477,120756,121206,121525,121936,122268,122805,123084,123612,124129,125212,126148,126640,126725,126713,127001,127269,127618,127898,128290,128590,128875,128862,129042,129475,130293,130926,131334,131648,131933,132208,132465,132749,133260,133844,134607,135313,135957,136606,137230,137823,138434,138996,139593,140234,140701,141207,141425,141647,141811,142269,142936,143762,144611,145502,146353,147084,147834,148585,149571,150731,151916,152825,153550,154250,154968,155782,156711,157746,158779,159668,160521,161172,161946,162813,163756,164515,165232,165934,166651,167440,168317,169179,169841,170496,171166,171872,172550,173344,174152,174914,175610,176217,176754,177374,178125,178938
20,38,Idaho,State,168417,167605,166341,165672,164944,163412,161384,159407,157580,155783,153954,152199,150772,149231,148065,146393,144985,144218,144114,143910,143781,143821,144160,144376,144531,145017,145615,146953,148212,149559,150879,152741,154642,156409,157731,159346,161271,162892,164812,166142,167890,169250,170831,172069,173128,174142,175207,175899,176239,176832,177426,178113,178443,178845,178974,178925,179072,179368,179974,180772,181651,182664,183456,184618,185588,186744,187701,188995,190044,191129,192128,193454,195334,196880,198415,199202,200497,201650,203087,204416,206076,207825,209433,210896,211715,212928,214116,216245,218036,219963,221810,223766,225894,227812,230029,232111,234458,236791,239231,241822,244869,248317,251692,254398,256747,259215,262122,264885,267678,269819,272280,274270,276291,277806,279427,281639,284048,286510,288513,290766,293020,295770,298257
18,39,Hawaii,State,457318,460760,461721,464265,464633,468050,470060,472283,473684,474683,476809,476291,475687,473600,472533,469729,468077,466687,465891,464044,461787,460772,458421,457887,457559,458382,459950,461206,463693,463739,464945,464577,466632,468201,471441,473453,475499,477097,479041,482149,482940,483905,484818,490328,495966,501615,505872,510898,514212,517405,519031,521221,523774,528146,531704,534264,534994,535266,536284,537461,539709,541189,543625,545643,548502,550036,551915,551989,552562,554022,555930,557278,558940,561379,563758,565763,567397,570039,572868,577228,581605,585162,587512,590194,592643,594708,596792,599665,604227,607870,610784,611446,613515,616203,620046,623050,625542,627996,630131,632345,633299,634335,635410,637589,638890,639518,639768,640173,640806,641385,642054,642436,642574,642843,643218,643400,643350,643460,643344,643270,643116,642876,642526
28,40,Maine,State,189904,189591,189654,190406,191256,190919,189981,188895,188277,187626,186843,185904,185881,186233,186529,185844,185172,184806,184853,184704,184491,184235,183874,183480,182829,182010,181279,181061,181113,181484,181929,182265,182453,182675,183498,184369,185081,185459,185714,185606,185446,185400,185394,185746,185967,186333,186277,186174,186124,186046,185969,186381,187081,187685,187948,187847,188034,188246,188454,188478,188445,189096,190179,190856,191317,191623,192481,193375,193898,194323,194754,195988,197204,198063,198490,199331,200044,200729,200952,201692,202924,204286,205786,206770,207794,208608,209478,210672,212003,213464,214928,215995,216871,217617,218409,219212,220530,222225,224020,224890,225638,226399,227490,228628,229576,230350,231041,231979,232282,232640,232818,233717,234529,235469,236308,237281,238500,239999,241629,243282,245300,247294,249550
39,41,New Hampshire,State,223434,222824,222164,221616,221479,221214,221215,221219,221466,221062,220190,219198,218416,218233,217814,217345,216153,214974,213379,212419,211579,211291,210797,210248,209708,209122,208461,207948,208181,208750,209695,210008,210200,210313,210761,211397,211895,212583,213774,215062,216082,216865,217644,218682,219771,220834,221695,222546,223250,223979,224381,224859,225103,225564,225939,226458,226919,227572,228399,228992,229816,230516,231607,232621,234013,235069,236137,236748,237316,237597,238055,239058,239859,240279,240441,240989,242014,243078,243954,244945,246194,247664,248834,249689,250779,252814,254735,256347,257000,258007,259370,261017,262581,264162,266141,267982,269621,270466,271617,272816,274114,275299,276321,277916,279258,280513,281156,282110,283110,283976,284408,284815,285818,286881,287984,288569,289446,290453,291907,293356,294946,296965,299333
50,42,Rhode Island,State,248122,248750,249611,249226,248849,248425,248387,247995,246878,245424,244003,243122,241840,240897,239441,238032,236149,234665,233008,231489,230034,228681,226844,225241,224095,222827,221725,220849,220335,219886,219899,220102,220322,220632,221647,222703,223193,224030,224687,225808,227020,228251,229388,230799,232442,234031,234939,235313,236023,236421,237825,239097,240452,240959,240716,240204,239971,240028,240439,241059,241696,242028,242140,241944,241923,242626,244010,245342,245693,246185,246848,248142,249770,252077,253482,254476,254967,255608,256397,257464,259761,261481,262723,263217,263672,264362,265405,267736,270359,272988,274777,276011,276869,278346,280643,283105,285307,286932,288555,289500,290402,291122,291996,293425,294657,295469,295368,295490,295759,296061,296584,297197,297922,298528,299409,300097,300897,301838,303184,304444,305755,307296,308658
35,43,Montana,State,206470,206082,205988,205926,206039,205830,205617,205150,204783,204173,203345,202384,201408,200445,199437,198863,198345,198125,197743,197685,197705,197836,197897,198025,198403,198843,199368,199709,200129,200490,201028,201691,202317,203055,203949,204955,205805,206510,207243,208043,208829,209682,210471,211344,212197,213168,214121,214941,215842,216731,217744,218547,219281,220021,221104,221983,222961,223461,224061,224632,225358,226371,227151,228096,228991,230123,230793,231411,231697,232428,233074,233880,234419,234800,235240,235724,236310,236581,237196,238156,239331,240310,241067,242027,243161,244294,245460,246520,247509,248498,249507,250409,251562,252820,254355,255534,256306,257208,258311,259849,261646,263396,265099,266000,267042,268027,269354,270465,271726,273174,274515,275650,276449,277406,278355,279942,281274,282638,283654,284987,286402,287633,288867
13,44,Delaware,State,242234,241984,241738,241213,240864,240516,239850,238612,237368,235847,234226,232911,231431,230150,228262,226593,224552,222911,221712,220814,219645,218411,217476,216409,215309,213805,213121,212469,212574,212193,211709,210619,209771,208926,208460,208134,208061,208451,208969,209496,209475,209561,209825,210966,212234,213875,214967,216010,217115,217838,218343,218550,219632,220565,221353,221542,221909,222192,222643,223055,223539,224190,224868,225954,226461,227162,227613,228427,228980,229319,229641,230004,230411,231065,231804,232792,233730,234890,236159,237091,237751,238458,239253,240295,241198,241605,241425,240693,240381,240457,240773,241535,242478,243643,244383,244613,244662,245572,247241,249185,250766,251797,252690,253247,253753,254339,255275,256215,257229,257444,257594,257571,257633,257841,257968,258136,258263,258150,257899,257775,257647,257723,257521
52,45,South Dakota,State,148145,148226,148361,148639,148940,149106,149198,149244,149238,149174,149081,148938,148735,148488,148318,148083,147871,147883,147945,148073,148062,148156,148297,148418,148466,148568,148571,148671,148796,148925,149147,149408,149842,150279,150661,151114,151650,152248,152819,153325,153798,154275,154766,155236,155710,156109,156556,156976,157341,157621,157992,158423,158975,159444,159900,160296,160824,161401,162022,162501,163117,163812,164486,165097,165589,166271,166957,167747,168230,168742,169202,169950,170689,171393,172240,173155,174061,174712,175334,176033,176964,177908,178910,179876,180827,181782,182567,183353,184161,185105,186022,186843,187589,188223,188904,189425,189992,190536,191281,192052,193005,193928,194930,195853,196838,197886,198885,199798,200608,201249,201882,202483,203029,203539,204015,204599,205151,205721,206301,207033,207831,208782,209684
3,46,Alaska,State,263077,262922,262909,263137,263813,264081,264308,264608,264826,264750,264221,263957,263251,262669,261508,260525,259801,259827,260075,260296,260350,260569,260726,261129,261751,262518,263461,264331,265181,265204,265050,264756,265053,265585,266284,266265,266750,267157,268150,268805,269594,271078,272458,273926,274874,275463,276246,277021,277490,278060,278615,279064,278881,278420,278828,279896,281066,282215,282735,283735,284449,285046,285457,286751,288785,290673,291371,291347,291054,291059,291645,292566,293796,294962,295574,295315,294558,293822,293711,293670,294072,294382,294814,294919,294962,294696,294491,294226,294412,294869,295390,295629,296512,298093,299214,299382,298424,297605,296835,295793,295986,296328,297349,297221,297351,299285,301354,302880,302624,304790,307244,310667,311353,312058,311917,312616,312462,310296,307886,306078,305820,303294,300073
37,47,North Dakota,State,167874,167849,167536,167321,167575,168145,168954,169455,170045,170257,170564,170760,170848,170906,171142,171594,171584,171014,170463,170319,170364,170493,170673,170878,171278,171827,172666,173543,174733,176278,177761,178999,180032,181330,182936,184734,186565,188385,190071,191510,192799,194091,195435,196748,198230,199418,200775,201963,203154,204118,204793,205672,206559,207667,208751,210341,211815,213875,214826,215803,216326,217476,218889,220517,222347,223853,224912,225406,225709,225788,226410,227048,227995,228597,229217,229553,229414,229251,229301,229572,229925,230214,230589,230981,231008,231064,230780,230520,230619,231060,231698,231812,231987,232052,232425,232474,232704,232505,232822,232888,233055,232649,232360,232264,232143,232001,231895,232093,232522,232980,233150,233482,233737,234315,234684,235128,235557,236091,236431,236708,236802,237099,237454
58,48,Vermont,State,226118,225943,226084,226230,226370,226414,226840,227303,227554,227750,227750,227826,227517,227247,226883,226788,226501,226356,226119,225948,225857,225884,226172,226201,226141,225961,225726,225592,225528,225573,225616,225658,225731,225603,225362,225300,225500,225739,225987,225969,225915,225704,225564,225484,225435,225385,225400,225419,225432,225331,225116,225075,225177,225488,225740,225964,226161,226428,226677,226972,227247,227584,227861,228050,228149,228156,228114,228076,227943,227919,227939,227885,227931,228279,228988,229632,229936,230230,230622,230971,231281,231554,232009,232596,233128,233557,234019,234551,235386,236444,237326,238546,239769,241415,242759,244022,245009,245773,246170,246758,247341,247473,247941,248176,248940,249373,249928,250454,251015,252138,253197,254059,254568,255618,256472,257347,257830,258377,258948,259558,260280,260677,261265
12,49,District of Columbia,State,417998,417549,416565,418269,422245,425274,426173,426428,425233,424470,422036,421496,419900,420353,419926,420079,418743,417462,416837,415689,415719,415055,414992,413350,414630,415648,418826,418587,418899,420636,424669,429797,434832,440582,446121,451751,453552,454380,454467,459535,466799,473003,477213,480860,484727,488695,492325,496179,502726,509875,517465,521516,523353,524116,525655,526879,526992,526069,526514,527251,526152,524925,523699,524477,525174,526767,528678,531089,534509,538805,540967,542264,542753,543997,545811,548524,552092,554892,556596,558373,559612,560046,562721,566070,571851,575878,579637,580295,579981,579407,580777,581798,583659,586195,588137,590456,590659,594254,593441,594887,595826,600703,605303,608152,610810,613101,616118,617748,618504,617463,620679,624002,627542,628115,628161,629709,631042,632440,633135,634526,637048,639504,640783
62,50,Wyoming,State,197245,197087,197001,197123,197398,197696,197663,197494,197215,197151,196893,196586,196243,196051,195975,195876,195494,194871,194583,194732,195099,195052,195182,195281,195874,196313,196771,197130,197751,198662,199412,199871,200266,201094,201926,202893,203350,203840,204220,204697,205160,205424,205738,206151,206654,207197,207708,208164,208747,209374,210161,210920,211688,212485,213300,214008,214789,215387,216109,216742,217460,218097,218640,219196,219761,220425,221122,221971,222591,223169,223531,224066,224477,224929,225304,225588,225860,226027,226174,226043,225858,225748,225887,225920,225960,225943,226013,226173,226287,226552,226820,227443,228259,229220,230125,231042,231894,232822,233542,234303,234832,235467,236038,236587,237149,237688,238475,239175,240047,240925,242269,243647,245130,246459,247866,249175,250397,251557,252517,253571,254531,255456,256089
